,open,high,low,close,volume
2023-01-01 00:00:00,50190.34154737801,50119.63657357592,49621.9560596525,50000.0,821.401896583954
2023-01-01 01:00:00,50241.76445680185,50598.75259789483,48571.67724370399,49861.735698828816,986.4404924440158
2023-01-01 02:00:00,50263.32573846876,51256.356724506244,49509.49323196678,50507.633192867565,754.8272457392343
2023-01-01 03:00:00,52113.501025132835,52437.172068201464,51941.4570432029,52046.125859452404,1320.4262437078469
2023-01-01 04:00:00,52011.43445460488,52589.83419640965,51588.819134483885,51802.39033922708,1385.4533455483752
2023-01-01 05:00:00,51621.054874796595,51627.41813744098,51242.15316999721,51559.81325849267,909.281982915637
2023-01-01 06:00:00,53122.13434176774,53658.92426903289,52736.44538396989,53188.29161575226,722.6809986885669
2023-01-01 07:00:00,53831.67202563368,55112.43144707352,53536.58640594374,54004.66245915707,1067.3184077804124
2023-01-01 08:00:00,54028.6218977369,53868.75496177154,53415.28155938133,53497.58634424433,903.5794964062152
2023-01-01 09:00:00,54104.113410372156,54131.80670612731,53795.772836364726,54078.09939981787,1234.9362265056063
2023-01-01 10:00:00,53681.07595000635,53722.84228459862,52923.551256582585,53576.88443870693,842.5706808940192
2023-01-01 11:00:00,53163.90849761925,54115.29315279882,52718.837803448536,53077.83745497291,1108.9026444856886
2023-01-01 12:00:00,53118.043701136434,53500.24332327672,53147.02332438226,53334.694137381266,1022.7987178783386
2023-01-01 13:00:00,51306.843823942654,51745.74016707664,50808.729868187846,51293.80980442291,864.747697877318
2023-01-01 14:00:00,49444.46351032192,49791.98061740853,49015.129145467385,49524.25765983929,1048.0099656983882
2023-01-01 15:00:00,48884.03963022076,49270.468648220696,48933.65514985823,48967.32021029841,1175.7065116949698
2023-01-01 16:00:00,48051.438914595405,48155.559658922364,47101.039412774495,47975.407694530986,1017.3697038110794
2023-01-01 17:00:00,48055.90841125415,48593.67417960903,47751.70969199723,48276.93057249453,1019.4569330252517
2023-01-01 18:00:00,47114.66221737057,48001.827972453546,47219.06728503852,47400.19826745271,825.443314429265
2023-01-01 19:00:00,46177.10967972158,46290.39964406496,45605.00032144183,46061.328758309704,1228.840959580827
2023-01-01 20:00:00,47285.50101396135,47550.95212860252,47153.33303134811,47411.52335409986,1208.9093156286367
2023-01-01 21:00:00,47116.01610140676,47274.52516761119,46964.711251223656,47197.43538723347,917.8881622627007
2023-01-01 22:00:00,46805.39255748329,47952.003237716206,46987.44835248769,47261.178548784956,975.1423081034009
2023-01-01 23:00:00,46135.57017237214,46360.491844963544,45536.66937909224,45914.47298047112,1282.8441345380654
2023-01-02 00:00:00,45533.56192263612,46002.8082222254,45316.62973051123,45414.57206254618,773.2858357905089
2023-01-02 01:00:00,45676.461995588186,46055.84075040432,45317.0195296871,45515.322101421036,1120.8576782717562
2023-01-02 02:00:00,44553.68236961773,44724.99233415124,43915.738046020044,44467.565233160174,888.2772453737743
2023-01-02 03:00:00,44462.105567583,44830.517111040484,44658.4066100603,44801.69275593528,1355.615575350328
2023-01-02 04:00:00,44314.18163361681,44464.97511837011,43582.35248227063,44263.50015507388,1012.6893457330674
2023-01-02 05:00:00,43871.24699971027,44452.202245499146,43604.26897810266,44005.2724282897,1252.0757036280086
2023-01-02 06:00:00,43266.402692706186,43557.20645243027,43248.132514909565,43475.707160428545,847.7345303077743
2023-01-02 07:00:00,45199.01583725217,45109.94032819596,44503.256757622905,45086.28923901576,750.2942635351465
2023-01-02 08:00:00,45447.8975802127,45425.61932863644,44955.183160652785,45074.11844344659,953.1481085597776
2023-01-02 09:00:00,44450.04592528914,44286.11106895371,43946.475591903785,44120.610689632864,1052.5366915893674
2023-01-02 10:00:00,44985.93929516102,45549.85920381122,44721.58830832801,44846.43436646572,897.8536635967173
2023-01-02 11:00:00,43744.812048854816,44096.20673633742,43264.765841360386,43751.42467406289,1151.6614852549935
2023-01-02 12:00:00,43886.83788856037,44222.80271061769,43734.26591162182,43934.186270942984,958.0092864379142
2023-01-02 13:00:00,42021.35034106383,42817.5092147388,41442.98289762601,42212.256025900264,583.7125676466788
2023-01-02 14:00:00,41035.523482703866,41656.88511786106,40644.47579975833,41090.94143497767,1110.5623958386002
2023-01-02 15:00:00,41440.12115376371,41394.36082360006,41036.907931677066,41252.72570525599,823.4925881705685
2023-01-02 16:00:00,42243.60215043952,42340.15175957919,41432.468260661735,41862.00089059697,927.6805236646964
2023-01-02 17:00:00,41833.993838473725,42491.5833688876,41929.97977306744,42005.47727339286,1310.6262407078711
2023-01-02 18:00:00,41490.28172936862,41980.19097251952,41878.286810395504,41908.320047441535,1354.5623448242181
2023-01-02 19:00:00,41545.37475655346,41961.97923365233,41365.75661127252,41655.945046597066,884.9013129814377
2023-01-02 20:00:00,40606.868361383174,40810.58946141463,40166.52389989495,40424.16043097845,1115.557326126368
2023-01-02 21:00:00,40254.99868399686,40313.730221467034,39774.629882841735,39842.17847566929,889.545101915471
2023-01-02 22:00:00,39733.691611737544,39934.87370427422,39427.61315792159,39475.12143316143,942.6254042202794
2023-01-02 23:00:00,40568.7694461517,40795.01624315134,40019.30782663344,40309.721998155146,878.8449170202895
2023-01-03 00:00:00,40414.340704842805,40678.16950813093,40238.27294936246,40586.74515267487,655.1312639207031
2023-01-03 01:00:00,38994.81385605657,39402.05400582742,38491.73412534024,39155.62392308208,1019.0110447467418
2023-01-03 02:00:00,39148.56528602925,39527.27950986122,38602.64156612289,39409.418123584524,1057.6330773892332
2023-01-03 03:00:00,38975.77982900083,39371.54471862015,38536.749763939246,39105.900751566325,865.7996509377723
2023-01-03 04:00:00,38752.78117917092,38850.413480257244,38559.03687950553,38576.467860355995,1217.5583422874217
2023-01-03 05:00:00,39365.56215352469,39874.14796433462,38656.90275751802,39048.394074304226,912.7839565809561
2023-01-03 06:00:00,39922.42207372948,40022.51130452203,39708.568179257054,39853.57158720105,872.5576350281971
2023-01-03 07:00:00,40544.08408055103,40621.53800406262,40455.39269114844,40595.86836509973,1105.3006236216213
2023-01-03 08:00:00,39701.60418126838,40024.59320476427,39693.265218555,39914.49308305111,691.4636020054942
2023-01-03 09:00:00,39645.33591805387,40127.242688746745,39346.71913859805,39667.65197830897,1181.3358063405612
2023-01-03 10:00:00,39971.015467857556,40655.45783160665,39799.15716410762,39930.460828510106,919.5661685211275
2023-01-03 11:00:00,40411.73520170559,40918.82334647318,40288.27819061178,40709.54015821017,1197.8572152788179
2023-01-03 12:00:00,40505.167082761094,40681.330329922544,39882.14884227288,40319.40090064332,1257.6261051658312
2023-01-03 13:00:00,40084.54526215219,40674.29831506491,40167.54645176596,40169.68772642509,1128.0306884714282
2023-01-03 14:00:00,39450.050915215754,39747.40921030277,38952.48889951265,39280.865117892194,837.6053414543378
2023-01-03 15:00:00,38339.01107978886,38653.93322429017,37959.6037668571,38341.10449681935,749.8336587031191
2023-01-03 16:00:00,39022.07125072489,39413.69930754283,38784.624708587115,38964.167246074954,713.1854673329528
2023-01-03 17:00:00,39880.598745971285,40219.82096177366,39863.62267854409,40021.06251205605,1220.5821403402622
2023-01-03 18:00:00,39894.56404645236,40217.231791480954,39605.06894827829,39963.424080510704,973.0399775599633
2023-01-03 19:00:00,40896.382189268086,40928.64750167463,40492.64569276652,40765.51629605476,880.1556410938302
2023-01-03 20:00:00,41033.36505597547,41887.34355042559,40341.2269777944,41060.36188150115,973.5835696922217
2023-01-03 21:00:00,40306.65865427018,40881.93826228143,40496.26725991013,40530.58486988132,1216.1242417908336
2023-01-03 22:00:00,40846.31061256926,40835.65638919626,40195.00671978007,40823.53637509454,1155.7479570719102
2023-01-03 23:00:00,42160.442879668895,42284.316206490716,41576.58379027594,42079.29820944152,1087.701231141771
2023-01-04 00:00:00,42337.79147848132,42371.793722589566,42030.79574052048,42049.1475177741,1127.577211485281
2023-01-04 01:00:00,43614.88843839115,43427.541675662265,43304.35094614284,43364.98615569555,1036.0344710993897
2023-01-04 02:00:00,41079.60164790828,41228.81055142754,40283.49325587716,41092.88195228949,1060.422611459285
2023-01-04 03:00:00,41654.0623189755,41803.815721696665,41334.60457069869,41768.36880406114,1044.2050462302093
2023-01-04 04:00:00,41793.32319367218,42127.95567077718,41824.57367266363,41841.08508505082,999.9877508744893
