timestamp,open,high,low,close,volume
2022-01-01 00:00:00,0.00010833,0.00011057,0.00010806,0.00011037,2359594376.0
2022-01-01 01:00:00,0.00011052,0.00011053,0.00010948,0.00010966,1876230354.0
2022-01-01 02:00:00,0.00010954,0.00010985,0.0001093,0.00010932,656895508.0
2022-01-01 03:00:00,0.00010932,0.00010947,0.00010912,0.00010912,573548431.0
2022-01-01 04:00:00,0.00010924,0.0001094,0.00010846,0.00010862,628108575.0
2022-01-01 05:00:00,0.00010862,0.00011049,0.00010845,0.00010975,947368989.0
2022-01-01 06:00:00,0.00010985,0.00011035,0.00010957,0.00010957,473434419.0
2022-01-01 07:00:00,0.00010957,0.00011027,0.00010923,0.00011021,649913876.0
2022-01-01 08:00:00,0.00011024,0.00011036,0.00011003,0.00011003,398763871.0
2022-01-01 09:00:00,0.00011,0.0001103,0.0001093,0.00010985,687251976.0
2022-01-01 10:00:00,0.00010993,0.00011001,0.00010891,0.00010923,860658686.0
2022-01-01 11:00:00,0.00010937,0.00010966,0.00010895,0.00010896,735098073.0
2022-01-01 12:00:00,0.00010896,0.00010971,0.00010889,0.00010936,592000583.0
2022-01-01 13:00:00,0.00010938,0.00010997,0.00010938,0.00010965,1004924666.0
2022-01-01 14:00:00,0.00010964,0.0001099,0.00010932,0.00010972,797305221.0
2022-01-01 15:00:00,0.00010958,0.00011031,0.00010946,0.00010972,1018743041.0
2022-01-01 16:00:00,0.00010972,0.00011035,0.00010967,0.00010993,830565495.0
2022-01-01 17:00:00,0.00010994,0.000111,0.00010975,0.00011082,1857180932.0
2022-01-01 18:00:00,0.00011071,0.00011114,0.00011026,0.00011044,1267116590.0
2022-01-01 19:00:00,0.00011044,0.00011044,0.0001099,0.00011005,1089752076.0
2022-01-01 20:00:00,0.00011021,0.00011045,0.00011,0.00011008,1489884975.0
2022-01-01 21:00:00,0.0001101,0.00011045,0.00010991,0.00010991,1083851355.0
2022-01-01 22:00:00,0.00010996,0.00011031,0.00010979,0.00011008,941822841.0
2022-01-01 23:00:00,0.00011009,0.00011079,0.00010996,0.00011077,710802627.0
2022-01-02 00:00:00,0.00011077,0.00011084,0.0001101,0.00011045,662944157.0
2022-01-02 01:00:00,0.00011031,0.00011047,0.00011002,0.00011024,679487847.0
2022-01-02 02:00:00,0.00011022,0.00011054,0.0001101,0.0001102,336842750.0
2022-01-02 03:00:00,0.00011041,0.00011054,0.00011021,0.0001103,358034983.0
2022-01-02 04:00:00,0.00011034,0.0001109,0.0001094,0.00010961,1114733610.0
2022-01-02 05:00:00,0.00010961,0.00011004,0.0001095,0.00010985,647950872.0
2022-01-02 06:00:00,0.0001099,0.00011004,0.00010962,0.00010992,537132513.0
2022-01-02 07:00:00,0.00010992,0.00011025,0.00010982,0.00010999,688488358.0
2022-01-02 08:00:00,0.00010999,0.00011035,0.00010952,0.0001102,900898206.0
2022-01-02 09:00:00,0.00011009,0.00011227,0.00011005,0.0001109,3607212310.0
2022-01-02 10:00:00,0.00011081,0.00011258,0.00011074,0.0001122,1766608972.0
2022-01-02 11:00:00,0.0001122,0.00011291,0.00011174,0.00011271,2381475122.0
2022-01-02 12:00:00,0.00011271,0.00011494,0.00011271,0.00011372,10971914712.0
2022-01-02 13:00:00,0.00011377,0.00011402,0.00011252,0.00011269,2178752917.0
2022-01-02 14:00:00,0.00011266,0.00011367,0.00011191,0.00011307,2508785814.0
2022-01-02 15:00:00,0.00011318,0.00011522,0.00011296,0.00011519,3695008328.0
2022-01-02 16:00:00,0.00011517,0.00011665,0.00011499,0.00011626,4551782355.0
2022-01-02 17:00:00,0.00011626,0.000122,0.00011468,0.00011543,14020973902.0
2022-01-02 18:00:00,0.0001155,0.00011551,0.00011318,0.0001143,4985046314.0
2022-01-02 19:00:00,0.0001142,0.00011497,0.00011357,0.00011433,2026840211.0
2022-01-02 20:00:00,0.00011445,0.00011469,0.0001135,0.00011399,1900609562.0
2022-01-02 21:00:00,0.00011399,0.0001144,0.00011362,0.00011375,1266261656.0
2022-01-02 22:00:00,0.00011379,0.00011388,0.00011301,0.00011336,1969941294.0
2022-01-02 23:00:00,0.00011339,0.00011361,0.00011316,0.00011334,965795194.0
2022-01-03 00:00:00,0.00011334,0.00012111,0.00011256,0.00011891,20744129743.0
2022-01-03 01:00:00,0.00011889,0.00011889,0.00011474,0.00011492,7331262082.0
2022-01-03 02:00:00,0.00011498,0.00011628,0.00011464,0.00011539,3413645034.0
2022-01-03 03:00:00,0.00011539,0.00011658,0.00011443,0.00011516,2843772555.0
2022-01-03 04:00:00,0.00011516,0.00011567,0.00011451,0.00011502,2469282189.0
2022-01-03 05:00:00,0.00011486,0.00011548,0.00011376,0.00011398,2363304847.0
2022-01-03 06:00:00,0.00011412,0.00011589,0.00011399,0.0001157,3855640547.0
2022-01-03 07:00:00,0.0001157,0.00011804,0.00011549,0.00011617,7551062000.0
2022-01-03 08:00:00,0.00011617,0.00011629,0.000115,0.00011572,3818504386.0
2022-01-03 09:00:00,0.00011571,0.00011708,0.00011559,0.00011665,3566797241.0
2022-01-03 10:00:00,0.00011666,0.00011967,0.00011622,0.00011834,6096032416.0
2022-01-03 11:00:00,0.00011834,0.00011856,0.00011678,0.00011752,3951529879.0
2022-01-03 12:00:00,0.00011758,0.00011787,0.00011615,0.00011643,3236827112.0
2022-01-03 13:00:00,0.00011647,0.00011883,0.00011639,0.00011829,2960801258.0
2022-01-03 14:00:00,0.00011828,0.0001185,0.00011718,0.00011765,4073666695.0
2022-01-03 15:00:00,0.00011765,0.00011828,0.00011651,0.00011716,2801582070.0
2022-01-03 16:00:00,0.00011716,0.00011869,0.00011511,0.00011674,6926656239.0
2022-01-03 17:00:00,0.00011673,0.00011915,0.00011643,0.0001183,5844511725.0
2022-01-03 18:00:00,0.00011831,0.00012047,0.00011786,0.00011804,6837981585.0
2022-01-03 19:00:00,0.00011804,0.00011862,0.00011655,0.00011776,3229380229.0
2022-01-03 20:00:00,0.00011771,0.00011825,0.0001158,0.00011712,4738222218.0
2022-01-03 21:00:00,0.00011711,0.00011834,0.000116,0.00011758,2684408760.0
2022-01-03 22:00:00,0.00011742,0.00011823,0.00011553,0.00011565,3252083603.0
2022-01-03 23:00:00,0.00011565,0.00011652,0.00011526,0.00011648,2482123534.0
2022-01-04 00:00:00,0.00011651,0.00011924,0.00011504,0.00011518,5787050819.0
2022-01-04 01:00:00,0.00011523,0.00011618,0.0001141,0.00011424,2440053176.0
2022-01-04 02:00:00,0.00011424,0.0001145,0.00011322,0.00011351,1766381026.0
2022-01-04 03:00:00,0.00011355,0.00011441,0.00011312,0.0001141,2439057612.0
2022-01-04 04:00:00,0.0001142,0.00011458,0.00011353,0.00011387,1477846641.0
2022-01-04 05:00:00,0.00011376,0.00011425,0.00011332,0.00011366,1068567227.0
2022-01-04 06:00:00,0.00011373,0.00011405,0.00011331,0.00011382,1421730433.0
2022-01-04 07:00:00,0.00011382,0.00011432,0.00011373,0.0001143,2054595608.0
2022-01-04 08:00:00,0.0001143,0.00011532,0.00011407,0.00011485,1688708403.0
2022-01-04 09:00:00,0.00011469,0.00011515,0.0001138,0.00011437,1518039285.0
2022-01-04 10:00:00,0.00011437,0.00011496,0.00011407,0.00011483,1027914762.0
2022-01-04 11:00:00,0.0001149,0.00011512,0.00011434,0.00011459,1309689982.0
2022-01-04 12:00:00,0.00011466,0.000117,0.0001137,0.00011595,6880466429.0
2022-01-04 13:00:00,0.00011575,0.00011784,0.00011489,0.00011778,5857761720.0
